"id", "title", "year", "downloadsCount" 
"2469","Raymond Did It","2011","22455"
"2470","Raze","2013","57540"
"2471","Razorback","1984","21408"
"2472","Reach Me","2014","37583"
"2473","Real Steel","2011","323928"
"2474","Reality Bites","1994","41519"
"2475","Reasonable Doubt","2014","270408"
"2476","Rebel Without a Cause","1955","47385"
"2477","Reclaim","2014","62003"
"2478","Recoil","2011","40839"
"2479","RED 2","2013","610987"
"2480","RED","2010","266380"
"2481","Red Army","2014","100971"
"2482","Red Balls","2012","33545"
"2483","Red Dawn","1984","34829"
"2484","Red Dawn","2012","151268"
"2485","Red Dog","2011","47523"
"2486","Red Dragon","2002","92186"
"2487","Red Lights","2012","45475"
"2488","Red Planet","2000","42371"
"2489","Red Riding Hood","2011","114746"
"2490","Red Riding: The Year of Our Lord 1974","2009","34454"
"2491","Red Sonja","1985","44138"
"2492","Red State","2011","67296"
"2493","Red Tails","2012","70311"
"2494","Redirected","2014","431645"
"2495","Reflections","2008","61001"
"2496","Reign of Fire","2002","89698"
"2497","Reindeer Games","2000","31167"
"2498","Remains","2011","39155"
"2499","Remember Me","2010","110126"
"2500","Remember the Titans","2000","146424"
"2501","Remo Williams: The Adventure Begins","1985","27625"
"2502","Replicant","2001","85992"
"2503","Repo Men","2010","108176"
"2504","Requiem for a Dream","2000","184766"
"2505","Rescue Dawn","2006","92301"
"2506","Reservoir Dogs","1992","210153"
"2507","Resident Evil","2002","239891"
"2508","Resident Evil: Afterlife","2010","243031"
"2509","Resident Evil: Apocalypse","2004","242554"
"2510","Resident Evil: Damnation","2012","136390"
"2511","Resident Evil: Degeneration","2008","109365"
"2512","Resident Evil: Extinction","2007","200993"
"2513","Resident Evil: Retribution","2012","290417"
"2514","Resistance","2011","21012"
"2515","Resolution","2012","63956"
"2516","Restless","2011","22337"
"2517","Retreat","2011","25133"
"2518","Return to Nim's Island","2013","91964"
"2519","Return to Nuke 'Em High Volume 1","2013","28049"
"2520","Return to Oz","1985","42930"
"2521","Revenge","1990","33021"
"2522","Revenge of the Creature","1955","654"
"2523","Revenge of the Green Dragons","2014","112750"
"2524","Revenge of the Nerds","1984","50592"
"2525","Revolutionary Road","2008","87299"
"2526","Revolver","2005","82346"
"2527","Ribbit","2014","230036"
"2528","Richard Pryor: Omit the Logic","2013","98778"
"2529","Riddick","2013","383736"
"2530","Ride Along","2014","672703"
"2531","Ride in the Whirlwind","1966","15003"
"2532","Riff-Raff","1991","25665"
"2533","Righteous Kill","2008","46036"
"2534","Rio 2","2014","612605"
"2535","Rio","2011","166460"
"2536","Rio Conchos","1964","17764"
"2537","Riot in Cell Block 11","1954","12253"
"2538","R.I.P.D.","2013","404747"
"2539","Rise of the Footsoldier","2007","42613"
"2540","Rise of the Guardians","2012","428515"
"2541","Rise of the Planet of the Apes","2011","290101"
"2542","River of Darkness","2011","22797"
"2543","Road House","1989","60175"
"2544","Road to Paloma","2014","144737"
"2545","Road to Perdition","2002","127701"
"2546","Road Trip","2000","91114"
"2547","Road Wars","2015","88851"
"2548","Roadie","1980","26424"
"2549","Roadside Massacre","2012","30101"
"2550","Rob the Mob","2014","159308"
"2551","Robin and the 7 Hoods","1964","10038"
"2552","Robin Hood","1973","184623"
"2553","Robin Hood","2010","211413"
"2554","Robin Hood: Prince of Thieves","1991","93004"
"2555","RoboCop","1987","115118"
"2556","RoboCop 2","1990","79341"
"2557","RoboCop","2014","716870"
"2558","RoboCop 3","1993","71490"
"2559","Cody the Robosapien","2013","97889"
"2560","Robot & Frank","2012","105994"
"2561","Robots","2005","145949"
"2562","Rock of Ages","2012","77563"
"2563","Rock Star","2001","53545"
"2564","Rockabilly Zombie Weekend","2013","34094"
"2565","RocknRolla","2008","155673"
"2566","Rocky","1976","182207"
"2567","Rocky Balboa","2006","120092"
"2568","Rocky II","1979","120556"
"2569","Rocky III","1982","133167"
"2570","Rocky V","1990","89680"
"2571","Roger Dodger","2002","77596"
"2572","Roger & Me","1989","15921"
"2573","Role Models","2008","113586"
"2574","Rollerball","1975","28365"
"2575","Roman Polanski: A Film Memoir","2011","51792"
"2576","Romeo & Juliet","2013","139849"
"2577","Romeo Must Die","2000","40096"
"2578","Romper Stomper","1992","44567"
"2579","Romy and Michele's High School Reunion","1997","35704"
"2580","Ronin","1998","109342"
"2581","Room 237","2012","49822"
"2582","Rosemary's Baby","1968","62677"
"2583","Rosewater","2014","174328"
"2584","Rounders","1998","53726"
"2585","Ruby Sparks","2012","103207"
"2586","Rudderless","2014","208331"
"2587","Rudy","1993","38322"
"2588","Rumor Has It...","2005","53497"
"2589","Run","2013","143238"
"2590","Run All Night","2015","949137"
"2591","Run, Fatboy, Run","2007","42720"
"2592","Run Lola Run","1998","55082"
"2593","Runner Runner","2013","277663"
"2594","Running Scared","1986","44718"
"2595","Running Scared","2006","86080"
"2596","Rush","2013","574743"
"2597","Rush Hour","1998","198943"
"2598","Rush Hour 3","2007","211880"
"2599","Rushlights","2013","52698"
"2600","Rushmore","1998","60588"
"2601","Russell Madness","2015","146347"
"2602","RV","2006","72045"
"2603","Sabotage","2014","307592"
"2604","Safe","1995","24668"
"2605","Safe","2012","156187"
"2606","Safe Haven","2013","302766"
"2607","Safe House","2012","158014"
"2608","Safety Not Guaranteed","2012","79946"
"2609","Sahara","2005","53164"
"2610","Saints and Soldiers: The Void","2014","231941"
"2611","Salmon Fishing in the Yemen","2011","39970"
"2612","Salt","2010","159243"
"2613","Salvation Boulevard","2011","14278"
"2614","Sam Whiskey","1969","16226"
"2615","San Andreas Quake","2015","764926"
"2616","Sanctum","2011","38918"
"2617","Sands of Iwo Jima","1949","21968"
"2618","Sanitarium","2013","71395"
"2619","Santa Claus: The Movie","1985","31728"
"2620","Santa Claws","2014","45061"
"2621","Santa's Summer House","2012","17939"
"2622","Saturn 3","1980","30041"
"2623","Savages","2012","114006"
"2624","Savannah","2013","40024"
"2625","Saving Mr. Banks","2013","329122"
"2626","Saving Private Ryan","1998","360533"
"2627","Saw","2004","208326"
"2628","Saw 3D: The Final Chapter","2010","225288"
"2629","Saw II","2005","162142"
"2630","Saw III","2006","149479"
"2631","Saw IV","2007","126221"
"2632","Saw V","2008","126716"
"2633","Saw VI","2009","134128"
"2634","Scarecrows","1988","4063"
"2635","Scarface","1983","264763"
"2636","Scary Movie","2000","184534"
"2637","Scary Movie 5","2013","283828"
"2638","Scenic Route","2013","97464"
"2639","Scent of a Woman","1992","115415"
"2640","Schindler's List","1993","377994"
"2641","School for Scoundrels","1960","12197"
"2642","School of Rock","2003","78869"
"2643","Scooby-Doo! WrestleMania Mystery","2014","147703"
"2644","Scorned","2013","74193"
"2645","Scott Pilgrim vs. the World","2010","129960"
"2646","Scream","1996","68392"
"2647","Scream 2","1997","49572"
"2648","Scream 3","2000","48016"
"2649","Scream 4","2011","60887"
"2650","Scream Blacula Scream","1973","8694"
"2651","Scrooged","1988","43637"
"2652","Se7en","1995","322979"
"2653","Seal Team Eight: Behind Enemy Lines","2014","209739"
"2654","Seance: The Summoning","2011","72341"
"2655","Search Party","2014","110958"
"2656","Season of Miracles","2013","45808"
"2657","Season of the Witch","2011","101261"
"2658","Second in Command","2006","61795"
"2659","Secret of the Wings","2012","98730"
"2660","Secret Window","2004","102345"
"2661","Secrets & Lies","1996","82824"
"2662","Seduced and Abandoned","2013","34381"
"2663","See No Evil","2006","73831"
"2664","See No Evil, Hear No Evil","1989","42714"
"2665","Seed 2","2014","46227"
"2666","Seeking a Friend for the End of the World","2012","83276"
"2667","Seeking Justice","2011","75334"
"2668","Selma","2014","312104"
"2669","Semi-Pro","2008","56080"
"2670","Separate Tables","1958","15887"
"2671","Separation City","2009","36201"
"2672","September Dawn","2007","23163"
"2673","Seraphim Falls","2006","40798"
"2674","Serendipity","2001","119925"
"2675","Serenity","2005","262317"
"2676","S.E.R.P.","2013","27710"
"2677","Set Fire to the Stars","2014","119911"
"2678","Setup","2011","65944"
"2679","Seve the Movie","2014","37308"
"2680","Seven Pounds","2008","145069"
"2681","Seven Psychopaths","2012","233204"
"2682","Seventh Son","2014","750924"
"2683","Sex After Kids","2013","71993"
"2684","Sex Drive","2008","155140"
"2685","Sex Tape","2014","663915"
"2686","Sexy Beast","2000","58024"
"2687","Shadow Dancer","2012","57453"
"2688","Shadow People","2013","68877"
"2689","Shaft","2000","81919"
"2690","Shakespeare in Love","1998","46267"
"2691","Shall We Dance","2004","33277"
"2692","Shallow Ground","2004","24352"
"2693","Shallow Hal","2001","48928"
"2694","Shame","2011","204165"
"2695","Shanghai","2010","47357"
"2696","Shanghai Knights","2003","52962"
"2697","Shark Night 3D","2011","45196"
"2698","Sharknado 2: The Second One","2014","48743"
"2699","Sharknado","2013","90882"
"2700","Sharknado 3: Oh Hell No!","2015","135942"
"2701","Sharky's Machine","1981","26385"
"2702","The Resurrected","1991","12815"
"2703","Shaun of the Dead","2004","306104"
"2704","Shaun the Sheep Movie","2015","392691"
"2705","Sherlock Holmes","2009","305154"
"2706","Sherlock Holmes: A Game of Shadows","2011","333635"
"2707","She's All That","1999","63012"
"2708","She's Out of My League","2010","111607"
"2709","She's So Lovely","1997","25688"
"2710","Ship of Fools","1965","11681"
"2711","Shock Waves","1977","12220"
"2712","Shoot 'Em Up","2007","86607"
"2713","Shooter","2007","185764"
"2714","Short Circuit","1986","55242"
"2715","Short Term 12","2013","159265"
"2716","Shout at the Devil","1976","17647"
"2717","Showgirls","1995","111446"
"2718","Shrek 2","2004","240955"
"2719","Shrek","2001","233865"
"2720","Shrek Forever After","2010","224820"
"2721","Shrek the Musical","2013","122033"
"2722","Shrek the Third","2007","201812"
"2723","Shutter Island","2010","468225"
"2724","Sick","2012","68519"
"2725","Side Effects","2013","295970"
"2726","Sideways","2004","49370"
"2727","Signs","2002","113290"
"2728","Silent Hill","2006","92341"
"2729","Silent Hill: Revelation","2012","139745"
"2730","Silent House","2011","66831"
"2731","Silent Night","2012","33059"
"2732","Silent Night, Deadly Night","1984","18100"
"2733","Silent Retreat","2013","71465"
"2734","Silent Trigger","1996","36992"
"2735","Silver Linings Playbook","2012","464000"
"2736","Silver Streak","1976","26603"
"2737","Silverado","1985","36917"
"2738","Sin City","2005","247102"
"2739","Sin City: A Dame to Kill For","2014","342927"
"2740","Sinbad and the Eye of the Tiger","1977","24780"
"2741","Sinbad of the Seven Seas","1989","53316"
"2742","Sinbad: The Fifth Voyage","2014","156296"
"2743","Singles","1992","24714"
"2744","Sinister","2012","293911"
"2745","Sister Act","1992","78137"
"2746","Sister Act 2: Back in the Habit","1993","68437"
"2747","Sisters & Brothers","2011","36002"
"2748","Skating to New York","2013","43102"
"2749","Skinwalkers","2006","75171"
"2750","Sky Blue","2003","45017"
"2751","Sky Captain and the World of Tomorrow","2004","55210"
"2752","Sky High","2005","58446"
"2753","Skyfall","2012","479121"
"2754","Skyline","2010","87918"
"2755","Slap Shot","1977","41932"
"2756","Sleepaway Camp","1983","27010"
"2757","Sleepers","1996","65497"
"2758","Sleeping Beauty","1959","198474"
"2759","Sleeping Beauty","2011","80352"
"2760","Sleeping Beauty","2014","259338"
"2761","Sleeping with the Enemy","1991","40313"
"2762","Sleepy Hollow","1999","104037"
"2763","Sling Blade","1996","53868"
"2764","Slipstream","2005","36954"
"2765","Sliver","1993","47417"
"2766","Slow West","2015","601678"
"2767","Slumdog Millionaire","2008","179095"
"2768","Slums of Beverly Hills","1998","23668"
"2769","Small Time","2014","44084"
"2770","Small Town Saturday Night","2010","25503"
"2771","Smashed","2012","55129"
"2772","Smokin' Aces","2006","166388"
"2773","Snake & Mongoose","2013","38004"
"2774","Snake Eyes","1998","47379"
"2775","Snakes on a Plane","2006","47536"
"2776","Snatch","2000","341351"
"2777","Snitch","2013","357012"
"2778","Snow White and the Huntsman","2012","274016"
"2779","Snowpiercer","2013","494983"
"2780","So This Is Christmas","2013","60990"
"2781","So Undercover","2012","98696"
"2782","Social Nightmare","2013","89833"
"2783","Solarbabies","1986","14892"
"2784","Soldier","1998","41245"
"2785","Soldiers of Fortune","2012","33677"
"2786","Solomon and Sheba","1959","23776"
"2787","Solomon Kane","2009","158309"
"2788","Some Guy Who Kills People","2011","31670"
"2789","Some Kind of Beautiful","2014","113040"
"2790","Someone Marry Barry","2014","139841"
"2791","Something Borrowed","2011","50473"
"2792","The Mercury Conspiracy","2013","38492"
"2793","Somewhere in Time","1980","40336"
"2794","Son of a Gun","2014","845174"
"2795","Son of God","2014","222403"
"2796","Song of the Sea","2014","510915"
"2797","Song One","2014","226487"
"2798","Sophie's Choice","1982","45198"
"2799","Sorcerer","1977","45812"
"2800","Sorceress","1982","21839"
"2801","Sordid Lives","2000","21429"
"2802","Sorority Row","2009","32591"
"2803","Soul Boys of the Western World","2014","26739"
"2804","Soul Surfer","2011","79448"
"2805","Source Code","2011","247235"
"2806","South Park: Bigger, Longer & Uncut","1999","168854"
"2807","Space Cowboys","2000","33397"
"2808","Space Jam","1996","135875"
"2809","Space Warriors","2013","36846"
"2810","Spaceballs","1987","54303"
"2811","Spare Parts","2015","189650"
"2812","Sparks","2013","286568"
"2813","Sparrows","1926","16682"
"2814","Sparrows Can't Sing","1963","591"
"2815","Speak","2004","49298"
"2816","Species","1995","64400"
"2817","Speed","1994","115825"
"2818","Speed 2: Cruise Control","1997","39864"
"2819","Speed Racer","2008","75742"
"2820","Sphere","1998","39906"
"2821","Spider-Man 2","2004","169192"
"2822","Spider-Man","2002","294489"
"2823","Spider-Man 3","2007","152628"
"2824","Spirit: Stallion of the Cimarron","2002","100172"
"2825","Spitfire","1942","16104"
"2826","Splice","2009","56778"
"2827","Split Second","1992","33902"
"2828","Spring","2014","132787"
"2829","Spring Breakers","2012","293048"
"2830","Springsteen & I","2013","33306"
"2831","Spud 2: The Madness Continues","2013","74602"
"2832","Spud","2010","46116"
"2833","Spud 3: Learning to Fly","2014","137507"
"2834","Spy Game","2001","64858"
"2835","Spy Kids 2: Island of Lost Dreams","2002","54503"
"2836","Spy Kids","2001","59039"
"2837","Spy Kids 3: Game Over","2003","57063"
"2838","Spy Kids: All the Time in the World in 4D","2011","50604"
"2839","Squirm","1976","14552"
"2840","St. Vincent","2014","335647"
"2841","Stag","2013","34995"
"2842","Stage Fright","2014","50460"
"2843","Stake Land","2010","54434"
"2844","Stand by Me","1986","110577"
"2845","Stand Up Guys","2012","111352"
"2846","Star Trek","2009","301552"
"2847","Star Trek: First Contact","1996","91825"
"2848","Star Trek: Generations","1994","78373"
"2849","Star Trek II: The Wrath of Khan","1982","86542"
"2850","Star Trek III: The Search for Spock","1984","74560"
"2851","Star Trek: Insurrection","1998","77812"
"2852","Star Trek Into Darkness","2013","590398"
"2853","Star Trek IV: The Voyage Home","1986","75382"
"2854","Star Trek: Nemesis","2002","94780"
"2855","Star Trek: The Motion Picture","1979","80492"
"2856","Star Trek V: The Final Frontier","1989","70507"
"2857","Star Trek VI: The Undiscovered Country","1991","79901"
"2858","Star Wars: Episode IV - A New Hope","1977","554540"
"2859","Star Wars: Episode I - The Phantom Menace","1999","484968"
"2860","Star Wars: Episode II - Attack of the Clones","2002","464628"
"2861","Star Wars: Episode III - Revenge of the Sith","2005","472421"
"2862","Star Wars: Episode V - The Empire Strikes Back","1980","509917"
"2863","Star Wars: Episode VI - Return of the Jedi","1983","484569"
"2864","Starcrash","1978","20679"
"2865","Stardust","2007","124007"
"2866","Stargate","1994","82193"
"2867","Starlet","2012","33531"
"2868","Starred Up","2013","153958"
"2869","Starship: Rising","2014","132347"
"2870","Starship Troopers","1997","138759"
"2871","Starship Troopers 2: Hero of the Federation","2004","50735"
"2872","Starship Troopers 3: Marauder","2008","54849"
"2873","Starship Troopers: Invasion","2012","70407"
"2874","Starsky & Hutch","2004","43271"
"2875","State Fair","1945","12288"
